Full Name,Email Address,Department,Phone Number,Address
Luis González,luis.gonzález693@systech.br,Lider,(41) 9820-125,"Rua Oscar Niemeyer 92, Curitiba/PR"
Ana Pérez,ana.pérez694@systech.br,CEO,(41) 9871-191,"Rua Tiradentes 10, Curitiba/PR"
Sofía Martín,sofía.martín695@systech.br,Gestor,(41) 9141-444,"Rua Chico Mendes 44, Curitiba/PR"
Lucía Díaz,lucía.díaz696@systech.br,Coordinador,(41) 9515-748,"Rua Dom Pedro II 52, Curitiba/PR"
Ana López,ana.lópez697@systech.br,Coordinador,(41) 9939-986,"Rua Machado de Assis 23, Curitiba/PR"
Ana González,ana.gonzález698@systech.br,TI,(41) 9289-556,"Rua Dom Pedro II 20, Curitiba/PR"
María Martínez,maría.martínez699@systech.br,TI,(41) 9195-795,"Rua Tiradentes 5, Curitiba/PR"
Ana Sánchez,ana.sánchez700@systech.br,TI,(41) 9281-136,"Rua Tiradentes 18, Curitiba/PR"
Pedro Martín,pedro.martín701@systech.br,TI,(41) 9444-805,"Rua Dom Pedro I 66, Curitiba/PR"
Luis González,luis.gonzález702@systech.br,Gerente,(41) 9814-159,"Rua Machado de Assis 65, Curitiba/PR"
Lucía Martín,lucía.martín703@systech.br,Administração,(41) 9408-683,"Rua Princesa Isabel 21, Curitiba/PR"
María López,maría.lópez704@systech.br,Lider,(41) 9769-977,"Rua Tiradentes 73, Curitiba/PR"
Ana Gómez,ana.gómez705@systech.br,Vendas,(41) 9164-205,"Rua Tiradentes 99, Curitiba/PR"
Luis Fernández,luis.fernández706@systech.br,Vendas,(41) 9872-594,"Rua Machado de Assis 33, Curitiba/PR"
Miguel Sánchez,miguel.sánchez707@systech.br,Coordinador,(41) 9240-230,"Rua Machado de Assis 42, Curitiba/PR"
María Martínez,maría.martínez708@systech.br,Administração,(41) 9792-586,"Rua Getúlio Vargas 90, Curitiba/PR"
Pedro López,pedro.lópez709@systech.br,Administração,(41) 9807-630,"Rua Dom Pedro I 76, Curitiba/PR"
Luis González,luis.gonzález710@systech.br,Lider,(41) 9811-520,"Rua Machado de Assis 23, Curitiba/PR"
Carlos Rodríguez,carlos.rodríguez711@systech.br,Gestor,(41) 9979-856,"Rua Machado de Assis 51, Curitiba/PR"
Miguel Rodríguez,miguel.rodríguez712@systech.br,Lider,(41) 9301-926,"Rua Dom Pedro II 67, Curitiba/PR"
Ana Rodríguez,ana.rodríguez713@systech.br,TI,(41) 9974-626,"Rua Zumbi dos Palmares 64, Curitiba/PR"
Laura Fernández,laura.fernández714@systech.br,Coordinador,(41) 9533-558,"Rua Tiradentes 16, Curitiba/PR"
Lucía González,lucía.gonzález715@systech.br,Compras,(41) 9768-655,"Rua Chico Mendes 43, Curitiba/PR"
Luis González,luis.gonzález716@systech.br,Vendas,(41) 9916-331,"Rua Getúlio Vargas 9, Curitiba/PR"
Juan Fernández,juan.fernández717@systech.br,Compras,(41) 9974-229,"Rua Princesa Isabel 39, Curitiba/PR"
Sofía Gómez,sofía.gómez718@systech.br,Administração,(41) 9602-118,"Rua Getúlio Vargas 92, Curitiba/PR"
Ana Martín,ana.martín719@systech.br,Administração,(41) 9481-687,"Rua Oscar Niemeyer 86, Curitiba/PR"
Lucía Fernández,lucía.fernández720@systech.br,CEO,(41) 9937-634,"Rua Zumbi dos Palmares 1, Curitiba/PR"
Luis Gómez,luis.gómez721@systech.br,Administração,(41) 9730-275,"Rua Machado de Assis 1, Curitiba/PR"
Lucía Gómez,lucía.gómez722@systech.br,Vendas,(41) 9562-323,"Rua Dom Pedro II 38, Curitiba/PR"
Sofía Gómez,sofía.gómez723@systech.br,Coordinador,(41) 9728-585,"Rua Chico Mendes 76, Curitiba/PR"
Juan Fernández,juan.fernández724@systech.br,Coordinador,(41) 9263-404,"Rua Chico Mendes 94, Curitiba/PR"
Ana González,ana.gonzález725@systech.br,Gestor,(41) 9793-459,"Rua Princesa Isabel 39, Curitiba/PR"
María Martín,maría.martín726@systech.br,Compras,(41) 9654-720,"Rua Tiradentes 97, Curitiba/PR"
Pedro Pérez,pedro.pérez727@systech.br,Coordinador,(41) 9642-887,"Rua Dom Pedro II 68, Curitiba/PR"
Sofía Martín,sofía.martín728@systech.br,Gestor,(41) 9491-486,"Rua Princesa Isabel 68, Curitiba/PR"
Sofía Fernández,sofía.fernández729@systech.br,CEO,(41) 9697-333,"Rua Oscar Niemeyer 37, Curitiba/PR"
Carlos Fernández,carlos.fernández730@systech.br,CEO,(41) 9375-889,"Rua Princesa Isabel 99, Curitiba/PR"
Sofía Martínez,sofía.martínez731@systech.br,Vendas,(41) 9770-585,"Rua Tiradentes 49, Curitiba/PR"
María Pérez,maría.pérez732@systech.br,Lider,(41) 9385-631,"Rua Juscelino Kubitschek 50, Curitiba/PR"
Laura Rodríguez,laura.rodríguez733@systech.br,Gerente,(41) 9179-480,"Rua Chico Mendes 89, Curitiba/PR"
Lucía Fernández,lucía.fernández734@systech.br,Vendas,(41) 9963-229,"Rua Tiradentes 58, Curitiba/PR"
Miguel López,miguel.lópez735@systech.br,Gestor,(41) 9836-188,"Rua Dom Pedro II 33, Curitiba/PR"
Pedro Sánchez,pedro.sánchez736@systech.br,Gestor,(41) 9103-984,"Rua Dom Pedro II 51, Curitiba/PR"
Pedro Martínez,pedro.martínez737@systech.br,CEO,(41) 9502-539,"Rua Oscar Niemeyer 57, Curitiba/PR"
María Fernández,maría.fernández738@systech.br,Compras,(41) 9996-483,"Rua Oscar Niemeyer 70, Curitiba/PR"
María Gómez,maría.gómez739@systech.br,Coordinador,(41) 9704-676,"Rua Princesa Isabel 84, Curitiba/PR"
Lucía Martín,lucía.martín740@systech.br,Vendas,(41) 9555-901,"Rua Dom Pedro I 91, Curitiba/PR"
Juan Martín,juan.martín741@systech.br,Lider,(41) 9789-186,"Rua Zumbi dos Palmares 40, Curitiba/PR"
Laura Martínez,laura.martínez742@systech.br,TI,(41) 9280-566,"Rua Getúlio Vargas 93, Curitiba/PR"
Ana Martínez,ana.martínez743@systech.br,Gerente,(41) 9624-657,"Rua Princesa Isabel 88, Curitiba/PR"
Miguel Sánchez,miguel.sánchez744@systech.br,Administração,(41) 9525-793,"Rua Getúlio Vargas 75, Curitiba/PR"
Lucía López,lucía.lópez745@systech.br,Vendas,(41) 9326-827,"Rua Zumbi dos Palmares 91, Curitiba/PR"
Pedro Pérez,pedro.pérez746@systech.br,Compras,(41) 9630-832,"Rua Getúlio Vargas 29, Curitiba/PR"
Carlos López,carlos.lópez747@systech.br,Gerente,(41) 9597-862,"Rua Dom Pedro I 63, Curitiba/PR"
Laura Rodríguez,laura.rodríguez748@systech.br,Coordinador,(41) 9273-950,"Rua Getúlio Vargas 25, Curitiba/PR"
Laura González,laura.gonzález749@systech.br,Coordinador,(41) 9134-358,"Rua Princesa Isabel 78, Curitiba/PR"
Carlos Díaz,carlos.díaz750@systech.br,CEO,(41) 9645-814,"Rua Machado de Assis 56, Curitiba/PR"
María Martínez,maría.martínez751@systech.br,Compras,(41) 9456-840,"Rua Dom Pedro II 8, Curitiba/PR"
María Sánchez,maría.sánchez752@systech.br,Lider,(41) 9230-733,"Rua Machado de Assis 74, Curitiba/PR"
Juan Martín,juan.martín753@systech.br,Gerente,(41) 9504-900,"Rua Juscelino Kubitschek 52, Curitiba/PR"
Ana Martín,ana.martín754@systech.br,CEO,(41) 9326-361,"Rua Princesa Isabel 89, Curitiba/PR"
Sofía González,sofía.gonzález755@systech.br,Gestor,(41) 9742-245,"Rua Machado de Assis 100, Curitiba/PR"
Carlos López,carlos.lópez756@systech.br,Compras,(41) 9467-316,"Rua Princesa Isabel 21, Curitiba/PR"
Juan Sánchez,juan.sánchez757@systech.br,Gestor,(41) 9756-142,"Rua Princesa Isabel 62, Curitiba/PR"
Laura Martínez,laura.martínez758@systech.br,TI,(41) 9122-410,"Rua Zumbi dos Palmares 58, Curitiba/PR"
Sofía Fernández,sofía.fernández759@systech.br,Administração,(41) 9135-875,"Rua Princesa Isabel 95, Curitiba/PR"
Carlos González,carlos.gonzález760@systech.br,Administração,(41) 9174-496,"Rua Zumbi dos Palmares 58, Curitiba/PR"
Miguel Díaz,miguel.díaz761@systech.br,Vendas,(41) 9219-839,"Rua Chico Mendes 5, Curitiba/PR"
Pedro Rodríguez,pedro.rodríguez762@systech.br,Gestor,(41) 9878-597,"Rua Chico Mendes 47, Curitiba/PR"
Juan Díaz,juan.díaz763@systech.br,Gerente,(41) 9513-566,"Rua Machado de Assis 77, Curitiba/PR"
Pedro Gómez,pedro.gómez764@systech.br,Gerente,(41) 9744-396,"Rua Getúlio Vargas 89, Curitiba/PR"
Luis Pérez,luis.pérez765@systech.br,Lider,(41) 9493-121,"Rua Princesa Isabel 65, Curitiba/PR"
Carlos Martínez,carlos.martínez766@systech.br,Administração,(41) 9689-190,"Rua Getúlio Vargas 22, Curitiba/PR"
Laura Fernández,laura.fernández767@systech.br,Vendas,(41) 9402-919,"Rua Tiradentes 79, Curitiba/PR"
Luis Fernández,luis.fernández768@systech.br,TI,(41) 9577-956,"Rua Juscelino Kubitschek 23, Curitiba/PR"
Lucía Rodríguez,lucía.rodríguez769@systech.br,Administração,(41) 9898-741,"Rua Tiradentes 9, Curitiba/PR"
Pedro Sánchez,pedro.sánchez770@systech.br,Lider,(41) 9139-228,"Rua Oscar Niemeyer 59, Curitiba/PR"
Sofía Fernández,sofía.fernández771@systech.br,Lider,(41) 9268-904,"Rua Tiradentes 4, Curitiba/PR"
Pedro Martínez,pedro.martínez772@systech.br,Compras,(41) 9825-678,"Rua Princesa Isabel 61, Curitiba/PR"
Carlos Martínez,carlos.martínez773@systech.br,Coordinador,(41) 9918-896,"Rua Zumbi dos Palmares 28, Curitiba/PR"
Carlos Martín,carlos.martín774@systech.br,CEO,(41) 9708-826,"Rua Machado de Assis 76, Curitiba/PR"
Miguel Martínez,miguel.martínez775@systech.br,Vendas,(41) 9478-245,"Rua Oscar Niemeyer 28, Curitiba/PR"
Laura Pérez,laura.pérez776@systech.br,Lider,(41) 9348-399,"Rua Princesa Isabel 90, Curitiba/PR"
María Martínez,maría.martínez777@systech.br,Coordinador,(41) 9792-819,"Rua Chico Mendes 24, Curitiba/PR"
Ana Díaz,ana.díaz778@systech.br,Compras,(41) 9241-339,"Rua Getúlio Vargas 14, Curitiba/PR"
Carlos Martínez,carlos.martínez779@systech.br,Vendas,(41) 9958-917,"Rua Juscelino Kubitschek 28, Curitiba/PR"
Ana Fernández,ana.fernández780@systech.br,Vendas,(41) 9647-123,"Rua Chico Mendes 63, Curitiba/PR"
María Rodríguez,maría.rodríguez781@systech.br,Coordinador,(41) 9481-334,"Rua Machado de Assis 51, Curitiba/PR"
Juan Martínez,juan.martínez782@systech.br,Coordinador,(41) 9778-512,"Rua Chico Mendes 7, Curitiba/PR"
Lucía Sánchez,lucía.sánchez783@systech.br,Compras,(41) 9816-396,"Rua Chico Mendes 59, Curitiba/PR"
Juan Martínez,juan.martínez784@systech.br,TI,(41) 9729-881,"Rua Oscar Niemeyer 58, Curitiba/PR"
Lucía Pérez,lucía.pérez785@systech.br,Vendas,(41) 9883-287,"Rua Machado de Assis 10, Curitiba/PR"
Pedro González,pedro.gonzález786@systech.br,Vendas,(41) 9393-928,"Rua Getúlio Vargas 94, Curitiba/PR"
Luis López,luis.lópez787@systech.br,CEO,(41) 9737-530,"Rua Tiradentes 33, Curitiba/PR"
Luis López,luis.lópez788@systech.br,TI,(41) 9244-369,"Rua Getúlio Vargas 57, Curitiba/PR"
Lucía Díaz,lucía.díaz789@systech.br,Vendas,(41) 9300-998,"Rua Dom Pedro II 32, Curitiba/PR"
Ana Díaz,ana.díaz790@systech.br,TI,(41) 9561-558,"Rua Juscelino Kubitschek 24, Curitiba/PR"
Laura Díaz,laura.díaz791@systech.br,Vendas,(41) 9972-999,"Rua Zumbi dos Palmares 96, Curitiba/PR"
Miguel López,miguel.lópez792@systech.br,Gerente,(41) 9921-883,"Rua Dom Pedro I 25, Curitiba/PR"
Laura Sánchez,laura.sánchez793@systech.br,TI,(41) 9715-392,"Rua Tiradentes 32, Curitiba/PR"
Juan Martín,juan.martín794@systech.br,Gerente,(41) 9429-360,"Rua Dom Pedro I 69, Curitiba/PR"
Sofía Martín,sofía.martín795@systech.br,Coordinador,(41) 9670-721,"Rua Dom Pedro II 79, Curitiba/PR"
Juan López,juan.lópez796@systech.br,Gerente,(41) 9539-842,"Rua Chico Mendes 37, Curitiba/PR"
María González,maría.gonzález797@systech.br,Coordinador,(41) 9249-614,"Rua Dom Pedro II 15, Curitiba/PR"
Pedro Sánchez,pedro.sánchez798@systech.br,Gerente,(41) 9669-429,"Rua Juscelino Kubitschek 90, Curitiba/PR"
Luis López,luis.lópez799@systech.br,Lider,(41) 9573-206,"Rua Dom Pedro II 89, Curitiba/PR"
Luis Pérez,luis.pérez800@systech.br,Gerente,(41) 9965-879,"Rua Princesa Isabel 7, Curitiba/PR"
Juan Díaz,juan.díaz801@systech.br,Vendas,(41) 9706-624,"Rua Oscar Niemeyer 96, Curitiba/PR"
Lucía Martín,lucía.martín802@systech.br,Administração,(41) 9559-914,"Rua Dom Pedro II 20, Curitiba/PR"
Miguel Gómez,miguel.gómez803@systech.br,TI,(41) 9638-162,"Rua Getúlio Vargas 67, Curitiba/PR"
Miguel Sánchez,miguel.sánchez804@systech.br,Coordinador,(41) 9243-360,"Rua Tiradentes 37, Curitiba/PR"
Sofía Rodríguez,sofía.rodríguez805@systech.br,Lider,(41) 9293-169,"Rua Dom Pedro II 6, Curitiba/PR"
Luis Rodríguez,luis.rodríguez806@systech.br,Lider,(41) 9432-517,"Rua Dom Pedro II 80, Curitiba/PR"
Carlos Gómez,carlos.gómez807@systech.br,Gestor,(41) 9271-551,"Rua Machado de Assis 15, Curitiba/PR"
Miguel Gómez,miguel.gómez808@systech.br,Compras,(41) 9749-744,"Rua Chico Mendes 41, Curitiba/PR"
Lucía Rodríguez,lucía.rodríguez809@systech.br,Coordinador,(41) 9925-711,"Rua Machado de Assis 49, Curitiba/PR"
Miguel Díaz,miguel.díaz810@systech.br,Compras,(41) 9252-558,"Rua Oscar Niemeyer 31, Curitiba/PR"
Juan Rodríguez,juan.rodríguez811@systech.br,Gestor,(41) 9988-978,"Rua Juscelino Kubitschek 80, Curitiba/PR"
Pedro Díaz,pedro.díaz812@systech.br,TI,(41) 9798-348,"Rua Juscelino Kubitschek 41, Curitiba/PR"
Pedro Sánchez,pedro.sánchez813@systech.br,TI,(41) 9110-712,"Rua Chico Mendes 69, Curitiba/PR"
Ana Fernández,ana.fernández814@systech.br,CEO,(41) 9429-751,"Rua Oscar Niemeyer 23, Curitiba/PR"
Juan Fernández,juan.fernández815@systech.br,Compras,(41) 9976-393,"Rua Dom Pedro I 67, Curitiba/PR"
Sofía Gómez,sofía.gómez816@systech.br,Compras,(41) 9604-244,"Rua Oscar Niemeyer 30, Curitiba/PR"
Carlos Fernández,carlos.fernández817@systech.br,Coordinador,(41) 9272-213,"Rua Chico Mendes 11, Curitiba/PR"
Pedro Rodríguez,pedro.rodríguez818@systech.br,Vendas,(41) 9233-715,"Rua Oscar Niemeyer 18, Curitiba/PR"
Luis González,luis.gonzález819@systech.br,Gerente,(41) 9396-718,"Rua Tiradentes 83, Curitiba/PR"
Ana Fernández,ana.fernández820@systech.br,Gerente,(41) 9603-306,"Rua Machado de Assis 81, Curitiba/PR"
Luis Rodríguez,luis.rodríguez821@systech.br,Coordinador,(41) 9271-215,"Rua Machado de Assis 14, Curitiba/PR"
Carlos López,carlos.lópez822@systech.br,Coordinador,(41) 9539-425,"Rua Chico Mendes 19, Curitiba/PR"
Juan Rodríguez,juan.rodríguez823@systech.br,Administração,(41) 9374-390,"Rua Dom Pedro II 32, Curitiba/PR"
Sofía Martín,sofía.martín824@systech.br,Gestor,(41) 9565-880,"Rua Tiradentes 39, Curitiba/PR"
Luis Gómez,luis.gómez825@systech.br,Coordinador,(41) 9262-562,"Rua Dom Pedro I 40, Curitiba/PR"
Ana López,ana.lópez826@systech.br,Gestor,(41) 9271-440,"Rua Machado de Assis 78, Curitiba/PR"
Laura Rodríguez,laura.rodríguez827@systech.br,Vendas,(41) 9583-632,"Rua Chico Mendes 89, Curitiba/PR"
María Gómez,maría.gómez828@systech.br,Compras,(41) 9777-650,"Rua Zumbi dos Palmares 77, Curitiba/PR"
Carlos González,carlos.gonzález829@systech.br,Gestor,(41) 9740-206,"Rua Chico Mendes 35, Curitiba/PR"
Laura González,laura.gonzález830@systech.br,Coordinador,(41) 9187-460,"Rua Oscar Niemeyer 99, Curitiba/PR"
Lucía Fernández,lucía.fernández831@systech.br,CEO,(41) 9901-354,"Rua Machado de Assis 14, Curitiba/PR"
Juan Fernández,juan.fernández832@systech.br,Lider,(41) 9328-170,"Rua Machado de Assis 96, Curitiba/PR"
Pedro González,pedro.gonzález833@systech.br,Gestor,(41) 9645-413,"Rua Tiradentes 23, Curitiba/PR"
Juan Martínez,juan.martínez834@systech.br,Compras,(41) 9156-768,"Rua Tiradentes 53, Curitiba/PR"
Sofía López,sofía.lópez835@systech.br,Gerente,(41) 9403-900,"Rua Dom Pedro I 51, Curitiba/PR"
Carlos Martínez,carlos.martínez836@systech.br,Gestor,(41) 9371-801,"Rua Dom Pedro I 9, Curitiba/PR"
Ana Pérez,ana.pérez837@systech.br,TI,(41) 9835-342,"Rua Getúlio Vargas 81, Curitiba/PR"
Juan López,juan.lópez838@systech.br,Administração,(41) 9605-655,"Rua Zumbi dos Palmares 31, Curitiba/PR"
Lucía Pérez,lucía.pérez839@systech.br,Administração,(41) 9214-602,"Rua Tiradentes 18, Curitiba/PR"
Ana González,ana.gonzález840@systech.br,TI,(41) 9166-616,"Rua Princesa Isabel 50, Curitiba/PR"
Laura Martínez,laura.martínez841@systech.br,Coordinador,(41) 9928-195,"Rua Dom Pedro II 54, Curitiba/PR"
Miguel González,miguel.gonzález842@systech.br,CEO,(41) 9598-836,"Rua Oscar Niemeyer 45, Curitiba/PR"
Ana Pérez,ana.pérez843@systech.br,Coordinador,(41) 9964-784,"Rua Princesa Isabel 42, Curitiba/PR"
Lucía Díaz,lucía.díaz844@systech.br,Administração,(41) 9667-797,"Rua Princesa Isabel 49, Curitiba/PR"
Pedro Martínez,pedro.martínez845@systech.br,Compras,(41) 9983-290,"Rua Princesa Isabel 12, Curitiba/PR"
Lucía Martín,lucía.martín846@systech.br,Coordinador,(41) 9178-434,"Rua Juscelino Kubitschek 63, Curitiba/PR"
Lucía Pérez,lucía.pérez847@systech.br,CEO,(41) 9412-931,"Rua Machado de Assis 65, Curitiba/PR"
Luis González,luis.gonzález848@systech.br,Compras,(41) 9115-362,"Rua Zumbi dos Palmares 16, Curitiba/PR"
Luis González,luis.gonzález849@systech.br,Gestor,(41) 9550-393,"Rua Princesa Isabel 83, Curitiba/PR"
Pedro Rodríguez,pedro.rodríguez850@systech.br,Vendas,(41) 9321-579,"Rua Princesa Isabel 100, Curitiba/PR"
Sofía Sánchez,sofía.sánchez851@systech.br,Administração,(41) 9626-269,"Rua Oscar Niemeyer 59, Curitiba/PR"
Lucía Rodríguez,lucía.rodríguez852@systech.br,Administração,(41) 9507-753,"Rua Oscar Niemeyer 81, Curitiba/PR"
Luis López,luis.lópez853@systech.br,Administração,(41) 9742-675,"Rua Oscar Niemeyer 21, Curitiba/PR"
Sofía López,sofía.lópez854@systech.br,Compras,(41) 9658-116,"Rua Chico Mendes 14, Curitiba/PR"
Sofía Fernández,sofía.fernández855@systech.br,TI,(41) 9686-204,"Rua Zumbi dos Palmares 23, Curitiba/PR"
Ana Rodríguez,ana.rodríguez856@systech.br,Compras,(41) 9467-628,"Rua Tiradentes 78, Curitiba/PR"
Luis Rodríguez,luis.rodríguez857@systech.br,Administração,(41) 9599-299,"Rua Juscelino Kubitschek 95, Curitiba/PR"
Juan Sánchez,juan.sánchez858@systech.br,Lider,(41) 9810-798,"Rua Zumbi dos Palmares 58, Curitiba/PR"
Miguel López,miguel.lópez859@systech.br,Vendas,(41) 9365-486,"Rua Juscelino Kubitschek 65, Curitiba/PR"
María López,maría.lópez860@systech.br,TI,(41) 9459-820,"Rua Princesa Isabel 30, Curitiba/PR"
Carlos Díaz,carlos.díaz861@systech.br,Coordinador,(41) 9194-435,"Rua Zumbi dos Palmares 71, Curitiba/PR"
Miguel Gómez,miguel.gómez862@systech.br,Compras,(41) 9294-359,"Rua Princesa Isabel 33, Curitiba/PR"
Miguel Sánchez,miguel.sánchez863@systech.br,Administração,(41) 9813-698,"Rua Princesa Isabel 77, Curitiba/PR"
Sofía López,sofía.lópez864@systech.br,Coordinador,(41) 9395-591,"Rua Juscelino Kubitschek 75, Curitiba/PR"
Luis López,luis.lópez865@systech.br,Vendas,(41) 9614-651,"Rua Princesa Isabel 16, Curitiba/PR"
Ana Sánchez,ana.sánchez866@systech.br,Lider,(41) 9843-914,"Rua Tiradentes 58, Curitiba/PR"
Sofía Pérez,sofía.pérez867@systech.br,Gerente,(41) 9616-218,"Rua Tiradentes 98, Curitiba/PR"
Pedro González,pedro.gonzález868@systech.br,TI,(41) 9928-145,"Rua Getúlio Vargas 3, Curitiba/PR"
Miguel Fernández,miguel.fernández869@systech.br,Administração,(41) 9819-484,"Rua Princesa Isabel 52, Curitiba/PR"
Ana Fernández,ana.fernández870@systech.br,TI,(41) 9270-865,"Rua Dom Pedro I 57, Curitiba/PR"
Ana Pérez,ana.pérez871@systech.br,Gerente,(41) 9620-490,"Rua Dom Pedro I 5, Curitiba/PR"
Luis Martín,luis.martín872@systech.br,Compras,(41) 9695-965,"Rua Tiradentes 4, Curitiba/PR"
Pedro Rodríguez,pedro.rodríguez873@systech.br,Administração,(41) 9167-261,"Rua Machado de Assis 41, Curitiba/PR"
María Martín,maría.martín874@systech.br,Compras,(41) 9518-698,"Rua Machado de Assis 94, Curitiba/PR"
María Rodríguez,maría.rodríguez875@systech.br,Lider,(41) 9866-151,"Rua Dom Pedro II 9, Curitiba/PR"
Miguel Martín,miguel.martín876@systech.br,Coordinador,(41) 9191-295,"Rua Zumbi dos Palmares 2, Curitiba/PR"
Juan Sánchez,juan.sánchez877@systech.br,Vendas,(41) 9359-861,"Rua Machado de Assis 46, Curitiba/PR"
Laura González,laura.gonzález878@systech.br,Coordinador,(41) 9780-759,"Rua Tiradentes 8, Curitiba/PR"
Laura González,laura.gonzález879@systech.br,Administração,(41) 9915-951,"Rua Juscelino Kubitschek 18, Curitiba/PR"
Pedro Martínez,pedro.martínez880@systech.br,Administração,(41) 9872-455,"Rua Tiradentes 81, Curitiba/PR"
Pedro Sánchez,pedro.sánchez881@systech.br,Vendas,(41) 9243-830,"Rua Tiradentes 62, Curitiba/PR"
Juan Fernández,juan.fernández882@systech.br,Gestor,(41) 9789-652,"Rua Dom Pedro II 92, Curitiba/PR"
Sofía Rodríguez,sofía.rodríguez883@systech.br,Lider,(41) 9992-845,"Rua Getúlio Vargas 59, Curitiba/PR"
Sofía Martínez,sofía.martínez884@systech.br,Gerente,(41) 9421-679,"Rua Juscelino Kubitschek 60, Curitiba/PR"
Luis Martínez,luis.martínez885@systech.br,Compras,(41) 9406-247,"Rua Getúlio Vargas 1, Curitiba/PR"
Lucía Martín,lucía.martín886@systech.br,Gerente,(41) 9238-379,"Rua Machado de Assis 18, Curitiba/PR"
Juan Díaz,juan.díaz887@systech.br,TI,(41) 9950-388,"Rua Zumbi dos Palmares 18, Curitiba/PR"
Carlos Fernández,carlos.fernández888@systech.br,CEO,(41) 9379-583,"Rua Zumbi dos Palmares 50, Curitiba/PR"
Ana Díaz,ana.díaz889@systech.br,Compras,(41) 9959-232,"Rua Zumbi dos Palmares 3, Curitiba/PR"
Ana López,ana.lópez890@systech.br,Lider,(41) 9670-815,"Rua Oscar Niemeyer 19, Curitiba/PR"
Sofía Pérez,sofía.pérez891@systech.br,CEO,(41) 9411-286,"Rua Dom Pedro I 67, Curitiba/PR"
Carlos Gómez,carlos.gómez892@systech.br,CEO,(41) 9414-547,"Rua Dom Pedro I 80, Curitiba/PR"
Carlos Rodríguez,carlos.rodríguez893@systech.br,Lider,(41) 9991-894,"Rua Tiradentes 35, Curitiba/PR"
Juan Martín,juan.martín894@systech.br,CEO,(41) 9472-323,"Rua Dom Pedro II 93, Curitiba/PR"
Pedro Sánchez,pedro.sánchez895@systech.br,Gestor,(41) 9783-785,"Rua Dom Pedro I 34, Curitiba/PR"
Lucía Martín,lucía.martín896@systech.br,Administração,(41) 9704-216,"Rua Dom Pedro I 17, Curitiba/PR"
Ana Sánchez,ana.sánchez897@systech.br,Vendas,(41) 9414-256,"Rua Machado de Assis 52, Curitiba/PR"
Ana Rodríguez,ana.rodríguez898@systech.br,Administração,(41) 9498-107,"Rua Zumbi dos Palmares 68, Curitiba/PR"
Juan Martínez,juan.martínez899@systech.br,Administração,(41) 9610-444,"Rua Getúlio Vargas 29, Curitiba/PR"
Carlos Díaz,carlos.díaz900@systech.br,Administração,(41) 9810-432,"Rua Getúlio Vargas 6, Curitiba/PR"
Lucía Rodríguez,lucía.rodríguez901@systech.br,Lider,(41) 9896-185,"Rua Zumbi dos Palmares 2, Curitiba/PR"
Laura Sánchez,laura.sánchez902@systech.br,Lider,(41) 9255-477,"Rua Dom Pedro II 89, Curitiba/PR"
Carlos Pérez,carlos.pérez903@systech.br,Vendas,(41) 9358-230,"Rua Dom Pedro I 87, Curitiba/PR"
Juan Martín,juan.martín904@systech.br,Lider,(41) 9169-935,"Rua Dom Pedro I 8, Curitiba/PR"
Lucía Díaz,lucía.díaz905@systech.br,TI,(41) 9490-706,"Rua Tiradentes 8, Curitiba/PR"
Miguel González,miguel.gonzález906@systech.br,Administração,(41) 9617-113,"Rua Chico Mendes 67, Curitiba/PR"
Miguel Pérez,miguel.pérez907@systech.br,Gestor,(41) 9572-969,"Rua Chico Mendes 46, Curitiba/PR"
Carlos Rodríguez,carlos.rodríguez908@systech.br,Vendas,(41) 9843-402,"Rua Tiradentes 4, Curitiba/PR"
Miguel Rodríguez,miguel.rodríguez909@systech.br,TI,(41) 9122-235,"Rua Oscar Niemeyer 79, Curitiba/PR"
Juan González,juan.gonzález910@systech.br,Vendas,(41) 9273-881,"Rua Oscar Niemeyer 10, Curitiba/PR"
Laura López,laura.lópez911@systech.br,Gestor,(41) 9222-533,"Rua Juscelino Kubitschek 54, Curitiba/PR"
Carlos González,carlos.gonzález912@systech.br,CEO,(41) 9668-272,"Rua Tiradentes 23, Curitiba/PR"
Sofía Sánchez,sofía.sánchez913@systech.br,Administração,(41) 9561-215,"Rua Machado de Assis 43, Curitiba/PR"
Carlos Sánchez,carlos.sánchez914@systech.br,Coordinador,(41) 9316-321,"Rua Tiradentes 38, Curitiba/PR"
Luis Fernández,luis.fernández915@systech.br,Coordinador,(41) 9192-990,"Rua Zumbi dos Palmares 98, Curitiba/PR"
Ana Gómez,ana.gómez916@systech.br,Gerente,(41) 9970-374,"Rua Zumbi dos Palmares 46, Curitiba/PR"
Laura Sánchez,laura.sánchez917@systech.br,TI,(41) 9806-791,"Rua Zumbi dos Palmares 90, Curitiba/PR"
Laura Pérez,laura.pérez918@systech.br,Administração,(41) 9891-185,"Rua Getúlio Vargas 94, Curitiba/PR"
Laura Fernández,laura.fernández919@systech.br,Administração,(41) 9231-409,"Rua Oscar Niemeyer 85, Curitiba/PR"
Ana Fernández,ana.fernández920@systech.br,Coordinador,(41) 9930-808,"Rua Juscelino Kubitschek 52, Curitiba/PR"
Miguel Díaz,miguel.díaz921@systech.br,Administração,(41) 9278-545,"Rua Oscar Niemeyer 39, Curitiba/PR"
María Martín,maría.martín922@systech.br,Vendas,(41) 9647-696,"Rua Zumbi dos Palmares 11, Curitiba/PR"
